"property_id","price"
"d56159653f5d2abc5ed5acd7",957776807.848674
"45550aa81c0151f1fd9fd8fe",854317352.860567
"735deef3382aa15930482f3e",834477307.072852
"0dd49fa8bb7be52b851c6dc9",724932540.097512
"7d3220a91e78f8bc2924d1cd",886698169.968181
"d3054072b2175deec2c1f8dc",691679832.104511
"b7574b06d593fca4eac59815",699765826.861177
"79e822115c5c1a4531366001",565186332.80178
"d3ed5316a463d38c1bd321d0",1454515172.37554
"2f1880c9b8f7ac2715e1236d",1203642098.76595
"dcca1c7f109175760ff531c6",603887513.281592
"dfc4f3facf91bbd93ee0fa4d",643164713.049708
"30e134a6cbe61d7954d0f56b",343620334.54606
"385fee7bd9ad7722d45dd034",490488595.50494
"87199c236bf22903d1aafdd0",477683280.573432
"19e19ad0cd6b5e84d8aa970e",489309092.215785
"907f968e78d748fde69dd44f",713553227.221303
"be094e5db0f784e3aa013aae",548690338.630191
"7ab96f83915bc84f8c03c1bd",506486643.457482
"07f4aa9b9ff5b0b05d31e6c0",1129233588.60534
"e9be8cd37abed8ab510ba1f5",1069025246.46608
"5f6ad58df27b562db077b5ce",812245710.594073
"ee96d947484aaace40f9b77f",1133327779.70044
"15c4aef8401208054697b81e",1371223627.13382
"22d6cb11333f2839b8112b89",1268286845.88423
"288c09c33907dadbae495c11",1465794210.71953
"f71d2bca0c5fe2720a1544c4",791965556.700366
"451744cf3ce55a98db8a3562",783916486.297295
"fba9ae05a6a8a9e0c6268a9f",575006153.789928
"1338e58f7dcebf5a1ea59388",560034306.573972
"a817e8da0ada143ac87277ee",439117568.260301
"46d8bb3e9a0ca584d3c7a317",637834169.931255
"b2506aa9463aebf01e1e00ca",623294273.015242
"7ec025b9b6e6f33bf65af41b",651218982.292944
"2ff531e27672ecd2362eed55",1093973778.7483
"9b3cf0d1b91b9c6a2a887647",496838328.166596
"7db5291ce4602d9b2b266872",539203734.657563
"65d5918e826c33bb950fc008",666028378.643236
"395c34e4b8f52cbdb0522459",850696586.173596
"855f4b67d2bd6d18fd03d8e7",609492014.104254
"9ff06409b37e5b5dece4604a",597900185.573336
"0508cd7bd2c77ebb6fea1e56",644111410.438555
"b45fff2e718e54772d46a3fd",752549248.382206
"cf4d2297b73dbc357d21e31b",654833287.98769
"0ada7044c5b29925abc90879",664841205.642717
"6305f02255274ab5fb6bd39c",873248935.944756
"d9a94194ae1350512beff3e6",805893723.710527
"e3896296cb80d50d9ad3f903",754759797.719602
"6514f355887c64136edb5595",1056206080.07276
"f03400cc18e12903b3ffbe5a",718941399.935614
"4e134600155a64783b3f8c3e",824641906.176119
"d63ebc63c82fbf66d8b6ffd3",1094919256.75242
"1bd64811bd59706844230198",879526531.220541
"a83921284639eedd4a511cb6",761931379.521878
"a2f3f7a1cd573e2a33f52e2d",936468103.074575
"47344a66471fa51f61c64652",857145356.880126
"78fd849c9429091347d7e5c9",857958001.505702
"c3daf2abea55af99c9579319",745287446.49655
"52864916eb1984abca41ec66",978777908.821462
"c62494a9d7aede44f2f84023",1188760817.44708
"a2b576643f7a032371587e5e",1289489782.66136
"e53bc68f0e97ccead24f3e56",596929849.857712
"fd82c710aad91bc90af490fe",603491984.792704
"d436abc2ee37ba3dd561e940",630056894.943109
"216a598114a403676011cb51",891865009.46484
"ea230d5eccd2b687888173bb",631674821.402787
"18bd0dd7580f2a7cb19a90b9",368679292.680998
"b143c8ca6d334f6a73c3f2a0",457163473.217562
"ab388cb4fa511968783bafee",682981774.699077
"6a4f08cd04d558a56af732d9",649943861.002675
"7216c895aa047c4f405c4941",630821368.507909
"a493488dcd906dc74cf8a604",713630884.73322
"7844b0b2bc65dced90a355c6",741708124.886849
"c1976383069b6b82ab29d092",498236246.840349
"e5cfd99e2308b7b73581dbdc",505635703.296253
"c18c2ea88f4ac53970b53d2c",518932351.495098
"842c9f0e4edf1e5a672ce15e",526898028.789936
"7dd1e46dcbddc6bf5ef694de",587643171.92442
"6cc4f32b39180bd1ec7e117b",661075428.971152
"79e643789a85dc4ffad49a25",1052046789.06484
"b3402a9173d289d6db78e09d",1039975050.40604
"a446507813234e358db8b573",787057184.492111
"c8ef57ddfb35061d1876f94e",752753817.877342
"360be0df2c003005e3db080e",1135316182.96541
"9ab245a4c91877cb7a8661ce",1200811279.10705
"a57a34c7486e7a40e8deb316",895376179.744032
"ceba7d0f56f6cb03538962fb",669645450.057778
"d5475993f9db58c3e4baf7a3",963976589.035834
"d37a1dda09e30da13ff5bfc3",1000015851.41991
"68a8b8d077a8232723bf37e9",812245710.594073
"e1eea7716ca6490b7640717a",840047048.945813
"4ae6d75b10848d259ecba576",897795562.879239
"17afbce5c0b56732abbea936",1210048242.18057
"84a2673eccd3cf3bd7fd3eb0",978777908.821462
"f2f4e6cbafe527b155707f01",958454469.2309
"de2e3a592cda5b76c9573c5c",1092513564.81133
"fac651cf404a58f24dc7d286",1508217941.99252
"e6f312a0877af26b69855a3d",1155739311.8776
"333a643c623a9bc75f3a40f2",1330995905.48635
"64593641e470908ef23b46cb",1294702101.7644
"ce9f2f0071be658ae75ca6f9",1350796644.96054
"9ab385e399a4673732b6a799",911391134.433732
"3429c774b736cefc051e2c55",658652573.377033
"a51ad0372758b2bbfe73f8fd",640917028.146688
"8c801a266256e3fbabe7e3d2",553263010.106029
"ca2f81b8fb6fda20aefb0ccb",720355476.901315
"3c1b1f86087f9b99380e387c",599073323.639799
"b0cad5d612954b8cab18101c",802939928.130536
"7eb991f4c69215377e4dac8f",994704642.286227
"0d130b8bea4321300396fa34",1310257536.79446
"8dfa059401e1dca80ae65ae1",960110142.040845
"3e3f264cd0ac7a65ed2349a2",1101398361.4855
"112dce80bf512f3f24391d23",596969335.190971
"ff25ded6333278149f8fb68f",854818723.448415
"d555b82c192794e87e9d536f",750001906.404673
"a787382d96ef9fce8f27bc70",1320955733.50293
"8c3aa295f7bcfd9a43eb2037",1263533302.69964
"13ac95652fb3cf6c43dafc66",449995550.534329
"42fc6a80b882c32f6264ac10",663609961.405637
"1e9c53e09220d689a0210ab9",417220054.490837
"3348706086aa3db5c92259c3",633989072.498329
"66d402a9b7d05f29282ddb00",728720180.315318
"cf88be51d6f31c10e5868ff7",434682136.197935
"30b3f38716be209a894b0942",512352634.812261
"0a5908a92d0ba3e36f54b1f3",514048663.518784
"dd206b6ea2d7f6555109ea39",782653522.205169
"c641febd8bc2ece3e4d2d8b6",777182047.717725
"c11fdc02a288af0572a2bca1",907476218.730782
"35dc60a65969b264ab283d6d",669809680.977832
