"property_id","price"
"d56159653f5d2abc5ed5acd7",849649335.702581
"45550aa81c0151f1fd9fd8fe",736739427.019772
"735deef3382aa15930482f3e",494864915.901331
"0dd49fa8bb7be52b851c6dc9",891861941.903258
"7d3220a91e78f8bc2924d1cd",801916029.202977
"d3054072b2175deec2c1f8dc",576186668.972199
"b7574b06d593fca4eac59815",577600397.422352
"79e822115c5c1a4531366001",563868817.130252
"d3ed5316a463d38c1bd321d0",1278210767.34867
"2f1880c9b8f7ac2715e1236d",1249152092.09004
"dcca1c7f109175760ff531c6",858232706.80529
"dfc4f3facf91bbd93ee0fa4d",471607643.700507
"30e134a6cbe61d7954d0f56b",371901996.907772
"385fee7bd9ad7722d45dd034",650085787.127487
"87199c236bf22903d1aafdd0",652333874.177921
"19e19ad0cd6b5e84d8aa970e",360565543.35005
"907f968e78d748fde69dd44f",751776148.327456
"be094e5db0f784e3aa013aae",489419282.244518
"7ab96f83915bc84f8c03c1bd",690141600.396315
"07f4aa9b9ff5b0b05d31e6c0",985303035.522247
"e9be8cd37abed8ab510ba1f5",937079751.92556
"5f6ad58df27b562db077b5ce",787540957.17362
"ee96d947484aaace40f9b77f",1184352677.03233
"15c4aef8401208054697b81e",1000042169.54535
"22d6cb11333f2839b8112b89",989162471.855745
"288c09c33907dadbae495c11",1789415768.69307
"f71d2bca0c5fe2720a1544c4",378789328.908197
"451744cf3ce55a98db8a3562",534599180.04579
"fba9ae05a6a8a9e0c6268a9f",619849429.419121
"1338e58f7dcebf5a1ea59388",534696684.591713
"a817e8da0ada143ac87277ee",561057931.896166
"46d8bb3e9a0ca584d3c7a317",378062014.241798
"b2506aa9463aebf01e1e00ca",543968234.304557
"7ec025b9b6e6f33bf65af41b",611825318.658091
"2ff531e27672ecd2362eed55",814482615.48264
"9b3cf0d1b91b9c6a2a887647",479449809.64934
"7db5291ce4602d9b2b266872",762325096.483913
"65d5918e826c33bb950fc008",452136863.886916
"395c34e4b8f52cbdb0522459",837956110.420697
"855f4b67d2bd6d18fd03d8e7",551669249.84232
"9ff06409b37e5b5dece4604a",588688929.92853
"0508cd7bd2c77ebb6fea1e56",653457404.655413
"b45fff2e718e54772d46a3fd",507435673.584239
"cf4d2297b73dbc357d21e31b",569903066.196506
"0ada7044c5b29925abc90879",470380850.743069
"6305f02255274ab5fb6bd39c",588620390.050326
"d9a94194ae1350512beff3e6",670409061.316139
"e3896296cb80d50d9ad3f903",630649516.522093
"6514f355887c64136edb5595",997308115.172849
"f03400cc18e12903b3ffbe5a",531894893.519277
"4e134600155a64783b3f8c3e",950183626.41351
"d63ebc63c82fbf66d8b6ffd3",1211153304.64841
"1bd64811bd59706844230198",653222133.809904
"a83921284639eedd4a511cb6",653898825.543384
"a2f3f7a1cd573e2a33f52e2d",1027315663.09373
"47344a66471fa51f61c64652",797248062.725627
"78fd849c9429091347d7e5c9",939193642.555315
"c3daf2abea55af99c9579319",978270208.589598
"52864916eb1984abca41ec66",843849550.327038
"c62494a9d7aede44f2f84023",1128567856.26842
"a2b576643f7a032371587e5e",1244125810.26111
"e53bc68f0e97ccead24f3e56",572688493.128889
"fd82c710aad91bc90af490fe",976062771.065835
"d436abc2ee37ba3dd561e940",645285367.176306
"216a598114a403676011cb51",667180510.932354
"ea230d5eccd2b687888173bb",1015088538.2018
"18bd0dd7580f2a7cb19a90b9",393718843.600675
"b143c8ca6d334f6a73c3f2a0",368122588.231574
"ab388cb4fa511968783bafee",954527294.258169
"6a4f08cd04d558a56af732d9",1052494922.00592
"7216c895aa047c4f405c4941",878037275.905441
"a493488dcd906dc74cf8a604",1030137618.00035
"7844b0b2bc65dced90a355c6",1183462996.45258
"c1976383069b6b82ab29d092",372614392.849981
"e5cfd99e2308b7b73581dbdc",527122076.371647
"c18c2ea88f4ac53970b53d2c",407260909.769195
"842c9f0e4edf1e5a672ce15e",1102454470.81966
"7dd1e46dcbddc6bf5ef694de",481034382.733728
"6cc4f32b39180bd1ec7e117b",1355176518.28579
"79e643789a85dc4ffad49a25",660821685.684307
"b3402a9173d289d6db78e09d",1015283069.79345
"a446507813234e358db8b573",593282455.117467
"c8ef57ddfb35061d1876f94e",850178936.028058
"360be0df2c003005e3db080e",590957165.106632
"9ab245a4c91877cb7a8661ce",976968302.828248
"a57a34c7486e7a40e8deb316",747478456.781214
"ceba7d0f56f6cb03538962fb",1010279409.45696
"d5475993f9db58c3e4baf7a3",815996017.353053
"d37a1dda09e30da13ff5bfc3",1007663079.96249
"68a8b8d077a8232723bf37e9",787540957.17362
"e1eea7716ca6490b7640717a",750584718.529453
"4ae6d75b10848d259ecba576",832923421.37107
"17afbce5c0b56732abbea936",1280960939.98308
"84a2673eccd3cf3bd7fd3eb0",843849550.327038
"f2f4e6cbafe527b155707f01",1095520093.96787
"de2e3a592cda5b76c9573c5c",995107761.506581
"fac651cf404a58f24dc7d286",1118160006.4308
"e6f312a0877af26b69855a3d",703065339.398357
"333a643c623a9bc75f3a40f2",1336569133.77986
"64593641e470908ef23b46cb",1125778950.10141
"ce9f2f0071be658ae75ca6f9",1178051074.32548
"9ab385e399a4673732b6a799",1020296304.89815
"3429c774b736cefc051e2c55",1000343965.47355
"a51ad0372758b2bbfe73f8fd",795696820.732491
"8c801a266256e3fbabe7e3d2",559308185.361697
"ca2f81b8fb6fda20aefb0ccb",900510424.760433
"3c1b1f86087f9b99380e387c",673705440.333576
"b0cad5d612954b8cab18101c",976129509.714067
"7eb991f4c69215377e4dac8f",1071737560.56228
"0d130b8bea4321300396fa34",941597060.978909
"8dfa059401e1dca80ae65ae1",747376132.194051
"3e3f264cd0ac7a65ed2349a2",615048476.998659
"112dce80bf512f3f24391d23",387133486.071307
"ff25ded6333278149f8fb68f",916303810.610466
"d555b82c192794e87e9d536f",1131131100.42198
"a787382d96ef9fce8f27bc70",993879781.284977
"8c3aa295f7bcfd9a43eb2037",811513579.072332
"13ac95652fb3cf6c43dafc66",681493056.028504
"42fc6a80b882c32f6264ac10",393244115.462344
"1e9c53e09220d689a0210ab9",515881573.286058
"3348706086aa3db5c92259c3",800053535.222947
"66d402a9b7d05f29282ddb00",812233900.878227
"cf88be51d6f31c10e5868ff7",564830332.738025
"30b3f38716be209a894b0942",643728600.789309
"0a5908a92d0ba3e36f54b1f3",730152539.771086
"dd206b6ea2d7f6555109ea39",922697836.091506
"c641febd8bc2ece3e4d2d8b6",941508003.138366
"c11fdc02a288af0572a2bca1",664841508.806318
"35dc60a65969b264ab283d6d",881009451.319871
"d9cb0f637cd4feaaaf8a21c0",919942355.092671
"7e8dfae9a5f1faf8afa706f7",580858666.629949
"a280fe7610c254b935c9dcfc",368303904.271184
"85524880fdc4e4daf90e96fd",466369559.650142
"f361109d06f6609c16724b39",452136863.886916
"3f6b2f0c0876c21755369cb6",588620390.050326
"de26819064a290ce78d8fcc1",579738153.867643
"91be1260a84ab7fa3521c495",893553535.232512
"18c8dc4549d38c918af2972e",957037080.759733
"782b0fb8641849c2c34291e6",382061260.902968
"54933f8b33a4fd6f031ed5be",751692625.999123
"953176c9a901b4f61c030432",947325921.167934
"357e2add3d68167a4f3ce15e",1152506494.14536
"90332d50e91925eb9b614bef",1009316386.82244
"11723d1d472bf1a3fdd8b72c",773428327.454049
"01f8b6799e2910f7769db175",1214973889.93819
