"property_id","price"
"d56159653f5d2abc5ed5acd7",842857664
"45550aa81c0151f1fd9fd8fe",840786176
"735deef3382aa15930482f3e",815590272
"0dd49fa8bb7be52b851c6dc9",786826944
"7d3220a91e78f8bc2924d1cd",871817344
"d3054072b2175deec2c1f8dc",725939392
"b7574b06d593fca4eac59815",709225920
"79e822115c5c1a4531366001",293251200
"d3ed5316a463d38c1bd321d0",1130375936
"2f1880c9b8f7ac2715e1236d",1001130240
"dcca1c7f109175760ff531c6",1020878400
"dfc4f3facf91bbd93ee0fa4d",509839232
"30e134a6cbe61d7954d0f56b",447772832
"385fee7bd9ad7722d45dd034",500195584
"87199c236bf22903d1aafdd0",517383584
"19e19ad0cd6b5e84d8aa970e",548245952
"907f968e78d748fde69dd44f",604379968
"be094e5db0f784e3aa013aae",335564352
"7ab96f83915bc84f8c03c1bd",516764416
"07f4aa9b9ff5b0b05d31e6c0",992300992
"e9be8cd37abed8ab510ba1f5",1039731008
"5f6ad58df27b562db077b5ce",747703616
"ee96d947484aaace40f9b77f",928685632
"15c4aef8401208054697b81e",1290163072
"22d6cb11333f2839b8112b89",1270759168
"288c09c33907dadbae495c11",1188446464
"f71d2bca0c5fe2720a1544c4",644037120
"451744cf3ce55a98db8a3562",608303424
"fba9ae05a6a8a9e0c6268a9f",551277888
"1338e58f7dcebf5a1ea59388",415392896
"a817e8da0ada143ac87277ee",504555584
"46d8bb3e9a0ca584d3c7a317",665887360
"b2506aa9463aebf01e1e00ca",696520640
"7ec025b9b6e6f33bf65af41b",760502208
"2ff531e27672ecd2362eed55",949505088
"9b3cf0d1b91b9c6a2a887647",585571520
"7db5291ce4602d9b2b266872",605265152
"65d5918e826c33bb950fc008",781017600
"395c34e4b8f52cbdb0522459",776643008
"855f4b67d2bd6d18fd03d8e7",662068928
"9ff06409b37e5b5dece4604a",679274944
"0508cd7bd2c77ebb6fea1e56",792820608
"b45fff2e718e54772d46a3fd",798640064
"cf4d2297b73dbc357d21e31b",639490624
"0ada7044c5b29925abc90879",750085120
"6305f02255274ab5fb6bd39c",942945024
"d9a94194ae1350512beff3e6",864824192
"e3896296cb80d50d9ad3f903",1091955840
"6514f355887c64136edb5595",902868992
"f03400cc18e12903b3ffbe5a",866234816
"4e134600155a64783b3f8c3e",836465600
"d63ebc63c82fbf66d8b6ffd3",942916544
"1bd64811bd59706844230198",808999616
"a83921284639eedd4a511cb6",683005888
"a2f3f7a1cd573e2a33f52e2d",716543360
"47344a66471fa51f61c64652",795922880
"78fd849c9429091347d7e5c9",685831936
"c3daf2abea55af99c9579319",702229632
"52864916eb1984abca41ec66",904726080
"c62494a9d7aede44f2f84023",1027012352
"a2b576643f7a032371587e5e",1095475072
"e53bc68f0e97ccead24f3e56",624745920
"fd82c710aad91bc90af490fe",795520448
"d436abc2ee37ba3dd561e940",672178176
"216a598114a403676011cb51",909623104
"ea230d5eccd2b687888173bb",912962048
"18bd0dd7580f2a7cb19a90b9",335328192
"b143c8ca6d334f6a73c3f2a0",517231136
"ab388cb4fa511968783bafee",757729984
"6a4f08cd04d558a56af732d9",550562752
"7216c895aa047c4f405c4941",643432448
"a493488dcd906dc74cf8a604",738252544
"7844b0b2bc65dced90a355c6",844308352
"c1976383069b6b82ab29d092",437391520
