"property_id","price"
"d56159653f5d2abc5ed5acd7",1045129728
"45550aa81c0151f1fd9fd8fe",1045554048
"735deef3382aa15930482f3e",826665792
"0dd49fa8bb7be52b851c6dc9",798513408
"7d3220a91e78f8bc2924d1cd",927055872
"d3054072b2175deec2c1f8dc",467412128
"b7574b06d593fca4eac59815",483895776
"79e822115c5c1a4531366001",550337344
"d3ed5316a463d38c1bd321d0",1112336256
"2f1880c9b8f7ac2715e1236d",946866880
"dcca1c7f109175760ff531c6",1003847360
"dfc4f3facf91bbd93ee0fa4d",681201024
"30e134a6cbe61d7954d0f56b",615520384
"385fee7bd9ad7722d45dd034",582253248
"87199c236bf22903d1aafdd0",475617536
"19e19ad0cd6b5e84d8aa970e",554855488
"907f968e78d748fde69dd44f",689220480
"be094e5db0f784e3aa013aae",478718496
"7ab96f83915bc84f8c03c1bd",586040512
"07f4aa9b9ff5b0b05d31e6c0",948776128
"e9be8cd37abed8ab510ba1f5",1183877504
"5f6ad58df27b562db077b5ce",604463616
"ee96d947484aaace40f9b77f",1188993792
"15c4aef8401208054697b81e",1233147648
"22d6cb11333f2839b8112b89",1183620992
"288c09c33907dadbae495c11",1001155008
"f71d2bca0c5fe2720a1544c4",505200256
"451744cf3ce55a98db8a3562",651727744
"fba9ae05a6a8a9e0c6268a9f",603223104
"1338e58f7dcebf5a1ea59388",584076160
"a817e8da0ada143ac87277ee",459096288
"46d8bb3e9a0ca584d3c7a317",633462016
"b2506aa9463aebf01e1e00ca",655702272
"7ec025b9b6e6f33bf65af41b",725777728
"2ff531e27672ecd2362eed55",804634176
"9b3cf0d1b91b9c6a2a887647",513075552
"7db5291ce4602d9b2b266872",738813120
"65d5918e826c33bb950fc008",597765952
"395c34e4b8f52cbdb0522459",1007528256
"855f4b67d2bd6d18fd03d8e7",733695872
"9ff06409b37e5b5dece4604a",764683520
"0508cd7bd2c77ebb6fea1e56",523324576
"b45fff2e718e54772d46a3fd",846836928
"cf4d2297b73dbc357d21e31b",643459456
"0ada7044c5b29925abc90879",594640384
"6305f02255274ab5fb6bd39c",794963904
"d9a94194ae1350512beff3e6",775675968
"e3896296cb80d50d9ad3f903",853151936
"6514f355887c64136edb5595",827275776
"f03400cc18e12903b3ffbe5a",759557824
"4e134600155a64783b3f8c3e",991455104
"d63ebc63c82fbf66d8b6ffd3",902321216
"1bd64811bd59706844230198",993987712
"a83921284639eedd4a511cb6",617842176
"a2f3f7a1cd573e2a33f52e2d",832553920
"47344a66471fa51f61c64652",816619968
"78fd849c9429091347d7e5c9",812531328
"c3daf2abea55af99c9579319",1035683776
"52864916eb1984abca41ec66",904300736
"c62494a9d7aede44f2f84023",1032959552
"a2b576643f7a032371587e5e",1099513472
"e53bc68f0e97ccead24f3e56",703622400
"fd82c710aad91bc90af490fe",817905600
"d436abc2ee37ba3dd561e940",614256640
"216a598114a403676011cb51",647782208
"ea230d5eccd2b687888173bb",1077401472
"18bd0dd7580f2a7cb19a90b9",340525504
"b143c8ca6d334f6a73c3f2a0",433612640
"ab388cb4fa511968783bafee",675646528
"6a4f08cd04d558a56af732d9",625669248
"7216c895aa047c4f405c4941",518496032
"a493488dcd906dc74cf8a604",1075195264
"7844b0b2bc65dced90a355c6",1098614400
"c1976383069b6b82ab29d092",358528192
"e5cfd99e2308b7b73581dbdc",746128192
"c18c2ea88f4ac53970b53d2c",649946752
"842c9f0e4edf1e5a672ce15e",1100203648
"7dd1e46dcbddc6bf5ef694de",482115168
"6cc4f32b39180bd1ec7e117b",1190298240
"79e643789a85dc4ffad49a25",1011705152
"b3402a9173d289d6db78e09d",1197227776
"a446507813234e358db8b573",568457280
"c8ef57ddfb35061d1876f94e",688947520
"360be0df2c003005e3db080e",952100480
"9ab245a4c91877cb7a8661ce",1322317568
"a57a34c7486e7a40e8deb316",900932288
"ceba7d0f56f6cb03538962fb",848106496
"d5475993f9db58c3e4baf7a3",810089664
"d37a1dda09e30da13ff5bfc3",776510592
"68a8b8d077a8232723bf37e9",604463616
"e1eea7716ca6490b7640717a",788754368
"4ae6d75b10848d259ecba576",622913600
"17afbce5c0b56732abbea936",1177645440
"84a2673eccd3cf3bd7fd3eb0",904300736
"f2f4e6cbafe527b155707f01",1177907072
"de2e3a592cda5b76c9573c5c",1196439168
"fac651cf404a58f24dc7d286",1318612224
"e6f312a0877af26b69855a3d",1352425216
"333a643c623a9bc75f3a40f2",1255848832
"64593641e470908ef23b46cb",1144262272
"ce9f2f0071be658ae75ca6f9",1070199936
"9ab385e399a4673732b6a799",1100998400
"3429c774b736cefc051e2c55",814002816
"a51ad0372758b2bbfe73f8fd",686705664
"8c801a266256e3fbabe7e3d2",543861184
"ca2f81b8fb6fda20aefb0ccb",626443328
"3c1b1f86087f9b99380e387c",842634240
"b0cad5d612954b8cab18101c",957789184
"7eb991f4c69215377e4dac8f",1200662400
"0d130b8bea4321300396fa34",1374808576
"8dfa059401e1dca80ae65ae1",1017751616
"3e3f264cd0ac7a65ed2349a2",1069587584
"112dce80bf512f3f24391d23",359473024
"ff25ded6333278149f8fb68f",981427904
"d555b82c192794e87e9d536f",800383040
"a787382d96ef9fce8f27bc70",1240217856
"8c3aa295f7bcfd9a43eb2037",1160401792
"13ac95652fb3cf6c43dafc66",532238848
"42fc6a80b882c32f6264ac10",553368896
"1e9c53e09220d689a0210ab9",402073280
"3348706086aa3db5c92259c3",452796864
"66d402a9b7d05f29282ddb00",763192064
"cf88be51d6f31c10e5868ff7",550730880
"30b3f38716be209a894b0942",447380512
"0a5908a92d0ba3e36f54b1f3",798061184
"dd206b6ea2d7f6555109ea39",793913856
"c641febd8bc2ece3e4d2d8b6",897168192
"c11fdc02a288af0572a2bca1",687856896
"35dc60a65969b264ab283d6d",719877824
"d9cb0f637cd4feaaaf8a21c0",779170560
"7e8dfae9a5f1faf8afa706f7",636610176
"a280fe7610c254b935c9dcfc",667140416
"85524880fdc4e4daf90e96fd",631980864
"f361109d06f6609c16724b39",597765952
