"property_id","price"
"d56159653f5d2abc5ed5acd7",1033572800
"45550aa81c0151f1fd9fd8fe",798077440
"735deef3382aa15930482f3e",765660736
"0dd49fa8bb7be52b851c6dc9",775151552
"7d3220a91e78f8bc2924d1cd",843448320
"d3054072b2175deec2c1f8dc",478745504
"b7574b06d593fca4eac59815",478241664
"79e822115c5c1a4531366001",417389376
"d3ed5316a463d38c1bd321d0",1365879424
"2f1880c9b8f7ac2715e1236d",893426176
"dcca1c7f109175760ff531c6",721002688
"dfc4f3facf91bbd93ee0fa4d",582160064
"30e134a6cbe61d7954d0f56b",467400512
"385fee7bd9ad7722d45dd034",626301760
"87199c236bf22903d1aafdd0",693883008
"19e19ad0cd6b5e84d8aa970e",464612384
"907f968e78d748fde69dd44f",830278976
"be094e5db0f784e3aa013aae",479899648
"7ab96f83915bc84f8c03c1bd",426517888
"07f4aa9b9ff5b0b05d31e6c0",973394496
"e9be8cd37abed8ab510ba1f5",1168455936
"5f6ad58df27b562db077b5ce",734213504
"ee96d947484aaace40f9b77f",1201694208
"15c4aef8401208054697b81e",1187884928
"22d6cb11333f2839b8112b89",1228503424
"288c09c33907dadbae495c11",1133401344
"f71d2bca0c5fe2720a1544c4",564374336
"451744cf3ce55a98db8a3562",694987264
"fba9ae05a6a8a9e0c6268a9f",606150144
"1338e58f7dcebf5a1ea59388",616828352
"a817e8da0ada143ac87277ee",569950336
"46d8bb3e9a0ca584d3c7a317",652529152
"b2506aa9463aebf01e1e00ca",520586016
"7ec025b9b6e6f33bf65af41b",680069696
"2ff531e27672ecd2362eed55",823989248
"9b3cf0d1b91b9c6a2a887647",666547200
"7db5291ce4602d9b2b266872",761308800
"65d5918e826c33bb950fc008",720763264
"395c34e4b8f52cbdb0522459",878264064
"855f4b67d2bd6d18fd03d8e7",554462208
"9ff06409b37e5b5dece4604a",843012672
"0508cd7bd2c77ebb6fea1e56",548432832
"b45fff2e718e54772d46a3fd",721590784
