"property_id","price"
"d56159653f5d2abc5ed5acd7",668424587.690028
"45550aa81c0151f1fd9fd8fe",852918093.102827
"735deef3382aa15930482f3e",757905535.845155
"0dd49fa8bb7be52b851c6dc9",833244117.853689
"7d3220a91e78f8bc2924d1cd",754573641.067152
"d3054072b2175deec2c1f8dc",675622494.8306
"b7574b06d593fca4eac59815",674826499.626293
"79e822115c5c1a4531366001",674301152.04078
"d3ed5316a463d38c1bd321d0",874342890.048193
"2f1880c9b8f7ac2715e1236d",827960674.731843
"dcca1c7f109175760ff531c6",749610974.724719
"dfc4f3facf91bbd93ee0fa4d",640253388.707265
"30e134a6cbe61d7954d0f56b",462104222.00884
"385fee7bd9ad7722d45dd034",510757323.571659
"87199c236bf22903d1aafdd0",510757323.571659
"19e19ad0cd6b5e84d8aa970e",653621726.878859
"907f968e78d748fde69dd44f",741364128.650963
"be094e5db0f784e3aa013aae",656076660.718458
"7ab96f83915bc84f8c03c1bd",628207282.451654
"07f4aa9b9ff5b0b05d31e6c0",795088757.27319
"e9be8cd37abed8ab510ba1f5",846675616.398955
"5f6ad58df27b562db077b5ce",829591731.019439
"ee96d947484aaace40f9b77f",813441706.968041
"15c4aef8401208054697b81e",1188468132.36046
"22d6cb11333f2839b8112b89",914926060.914726
"288c09c33907dadbae495c11",1262832878.8938
"f71d2bca0c5fe2720a1544c4",541395078.491513
"451744cf3ce55a98db8a3562",555905452.166238
"fba9ae05a6a8a9e0c6268a9f",578755183.452694
"1338e58f7dcebf5a1ea59388",624374217.91412
"a817e8da0ada143ac87277ee",605169850.819158
"46d8bb3e9a0ca584d3c7a317",815011844.334883
"b2506aa9463aebf01e1e00ca",698966408.847674
"7ec025b9b6e6f33bf65af41b",862783712.089941
"2ff531e27672ecd2362eed55",750736047.084128
"9b3cf0d1b91b9c6a2a887647",692675397.274892
"7db5291ce4602d9b2b266872",612859771.870409
"65d5918e826c33bb950fc008",773663467.798216
"395c34e4b8f52cbdb0522459",736898274.013821
"855f4b67d2bd6d18fd03d8e7",690227318.178564
"9ff06409b37e5b5dece4604a",804805490.899493
"0508cd7bd2c77ebb6fea1e56",828606978.605724
"b45fff2e718e54772d46a3fd",757449367.586377
"cf4d2297b73dbc357d21e31b",813625687.92289
"0ada7044c5b29925abc90879",845973484.693711
"6305f02255274ab5fb6bd39c",868983634.900329
"d9a94194ae1350512beff3e6",992158977.952614
"e3896296cb80d50d9ad3f903",843016188.337093
"6514f355887c64136edb5595",1027189117.89063
"f03400cc18e12903b3ffbe5a",804753860.555452
"4e134600155a64783b3f8c3e",783900037.573644
"d63ebc63c82fbf66d8b6ffd3",905102526.057394
"1bd64811bd59706844230198",797912926.91697
"a83921284639eedd4a511cb6",734034663.001164
"a2f3f7a1cd573e2a33f52e2d",1031146519.56841
"47344a66471fa51f61c64652",941459519.284721
"78fd849c9429091347d7e5c9",907949495.051239
"c3daf2abea55af99c9579319",881536211.180204
"52864916eb1984abca41ec66",1135017828.84547
"c62494a9d7aede44f2f84023",901996896.741863
"a2b576643f7a032371587e5e",1013067743.26571
"e53bc68f0e97ccead24f3e56",743579710.033486
"fd82c710aad91bc90af490fe",779842543.923054
"d436abc2ee37ba3dd561e940",784400240.564942
"216a598114a403676011cb51",731890248.636501
"ea230d5eccd2b687888173bb",803128947.141571
"18bd0dd7580f2a7cb19a90b9",427864118.41576
"b143c8ca6d334f6a73c3f2a0",556568519.789888
"ab388cb4fa511968783bafee",707647227.614935
"6a4f08cd04d558a56af732d9",791161307.63704
"7216c895aa047c4f405c4941",781222580.557729
"a493488dcd906dc74cf8a604",709455086.3061
"7844b0b2bc65dced90a355c6",856037322.083942
"c1976383069b6b82ab29d092",605748483.836342
"e5cfd99e2308b7b73581dbdc",622519033.921181
"c18c2ea88f4ac53970b53d2c",812419737.374642
"842c9f0e4edf1e5a672ce15e",665336138.13616
"7dd1e46dcbddc6bf5ef694de",622137154.987649
"6cc4f32b39180bd1ec7e117b",782828178.357533
"79e643789a85dc4ffad49a25",996382471.460239
"b3402a9173d289d6db78e09d",891808239.539934
"a446507813234e358db8b573",845838154.52854
"c8ef57ddfb35061d1876f94e",736778835.127395
"360be0df2c003005e3db080e",817905483.614245
"9ab245a4c91877cb7a8661ce",763481419.591541
"a57a34c7486e7a40e8deb316",855249529.962448
"ceba7d0f56f6cb03538962fb",946188215.668173
"d5475993f9db58c3e4baf7a3",934815866.300833
"d37a1dda09e30da13ff5bfc3",934563910.271106
"68a8b8d077a8232723bf37e9",829591731.019439
"e1eea7716ca6490b7640717a",884784369.196513
"4ae6d75b10848d259ecba576",1020168097.08396
"17afbce5c0b56732abbea936",1063827554.07442
"84a2673eccd3cf3bd7fd3eb0",1135017828.84547
"f2f4e6cbafe527b155707f01",914926060.914726
"de2e3a592cda5b76c9573c5c",1101898423.52268
"fac651cf404a58f24dc7d286",1108972291.63498
"e6f312a0877af26b69855a3d",996265406.600157
"333a643c623a9bc75f3a40f2",1176808494.6148
"64593641e470908ef23b46cb",1150717337.20916
"ce9f2f0071be658ae75ca6f9",1013067743.26571
"9ab385e399a4673732b6a799",934244470.079766
"3429c774b736cefc051e2c55",855196247.461875
"a51ad0372758b2bbfe73f8fd",653079079.408406
"8c801a266256e3fbabe7e3d2",456087592.555378
"ca2f81b8fb6fda20aefb0ccb",779711722.046141
"3c1b1f86087f9b99380e387c",694915401.007021
"b0cad5d612954b8cab18101c",997771074.640848
"7eb991f4c69215377e4dac8f",793344610.475301
"0d130b8bea4321300396fa34",945589908.364123
"8dfa059401e1dca80ae65ae1",651218353.035539
"3e3f264cd0ac7a65ed2349a2",815529557.380807
